internal_ticker,token,token_type,prior_probability,word_count
BAC,trading,conDim,0.053,1
BAC,representation,conDim,1.000,1
BAC,photo,conDim,0.050,1
BAC,chief,conDim,0.067,1
BAC,quarter,conDim,0.111,1
BAC,like,conDim,0.034,1
BAC,credit,conDim,0.500,1
BAC,street,conDim,0.167,1
BAC,week,conDim,0.030,1
BAC,earnings,conDim,0.071,1
BAC,shares,conDim,0.059,1
BAC,increase,conDim,1.000,1
BAC,top,conDim,0.048,1
BAC,government,conDim,0.067,1
BAC,employees,conDim,0.500,1
BAC,file,conDim,0.053,1
BAC,trump,conDim,0.056,1
BAC,years,conDim,0.050,1
BAC,growth,conDim,0.100,1
BAC,president,conDim,0.053,1
BAC,according,conDim,0.071,1
BAC,months,conDim,0.143,1
BAC,minority,conDim,1.000,1
BAC,inc,conDim,0.083,1
BAC,pay,conDim,0.333,1
BAC,day,conDim,0.032,1
BAC,bond,conDim,0.250,1
BAC,account,conDim,1.000,1
BAC,spokesman,conDim,1.000,1
BAC,management,conDim,1.000,1
BAC,level,conDim,0.333,1
BAC,make,conDim,0.040,1
BAC,dollar,conDim,0.100,1
BAC,month,conDim,0.045,1
BAC,get,conDim,0.033,1
BAC,banking,conDim,1.000,1
BAC,economy,conDim,0.167,1
BAC,money,conDim,0.200,1
BAC,look,conDim,0.143,1
BAC,world,conDim,0.038,1
BAC,led,conDim,0.500,1
BAC,specific,conDim,1.000,1
BAC,analysts,conDim,0.167,1
BAC,end,conDim,0.143,1
BAC,wells,conDim,0.500,1
BAC,ethnic,conDim,1.000,1
BAC,race,conDim,1.000,1
BAC,united,conDim,0.083,1
BAC,head,conDim,1.000,1
BAC,part,conDim,0.143,1
BAC,much,conDim,0.062,1
BAC,revenue,conDim,0.167,1
BAC,deal,conDim,0.059,1
BAC,debt,conDim,1.000,1
BAC,interest,conDim,1.000,1
BAC,major,conDim,0.200,1
BAC,large,conDim,0.333,1
BAC,price,conDim,0.056,1
BAC,rate,conDim,0.333,1
BAC,still,conDim,0.043,1
COPPER,copper,conDim,1.000,1
COPPER,copper vs usd,conDim,1.000,3
COPPER,hg=f,conDim,1.000,1
COPPER,#copper,conDim,1.000,1
COPPER,gold,conDim,0.100,1
COPPER,prices,conDim,0.111,1
COPPER,world,conDim,0.038,1
COPPER,market,conDim,0.036,1
COPPER,silver,conDim,0.200,1
COPPER,oil,conDim,0.111,1
COPPER,tonne,conDim,1.000,1
COPPER,metals,conDim,1.000,1
COPPER,metal,conDim,1.000,1
COPPER,last,conDim,0.033,1
COPPER,president,conDim,0.053,1
COPPER,week,conDim,0.030,1
COPPER,china,conDim,0.167,1
COPPER,time,conDim,0.031,1
COPPER,nickel,conDim,1.000,1
COPPER,demand,conDim,0.143,1
COPPER,mining,conDim,1.000,1
COPPER,tonnes,conDim,1.000,1
COPPER,wire,conDim,1.000,1
COPPER,mine,conDim,1.000,1
COPPER,company,conDim,0.043,1
COPPER,month,conDim,0.045,1
COPPER,rose,conDim,0.083,1
COPPER,cobalt,conDim,1.000,1
COPPER,like,conDim,0.034,1
COPPER,markets,conDim,0.059,1
COPPER,people,conDim,0.038,1
COPPER,production,conDim,0.200,1
COPPER,peso,conDim,1.000,1
COPPER,mineral,conDim,1.000,1
COPPER,contract,conDim,0.500,1
COPPER,investors,conDim,0.053,1
COPPER,price,conDim,0.056,1
COPPER,stocks,conDim,0.045,1
COPPER,amp,conDim,0.043,1
COPPER,first,conDim,0.037,1
COPPER,high,conDim,0.048,1
COPPER,country,conDim,0.111,1
COPPER,congo,conDim,1.000,1
COPPER,uranium,conDim,1.000,1
COPPER,diamond,conDim,1.000,1
COPPER,futures,conDim,0.100,1
COPPER,exchange,conDim,0.200,1
COPPER,reserves,conDim,1.000,1
COPPER,day,conDim,0.032,1
COPPER,fell,conDim,0.100,1
COPPER,chinese,conDim,0.200,1
COPPER,rights,conDim,1.000,1
COPPER,vice,conDim,1.000,1
COPPER,petroleum,conDim,0.500,1
COPPER,top,conDim,0.048,1
COPPER,state,conDim,0.083,1
COPPER,dollar,conDim,0.100,1
COPPER,coltan,conDim,1.000,1
COPPER,nations,conDim,0.500,1
COPPER,timber,conDim,1.000,1
COPPER,low,conDim,0.125,1
COPPER,era,conDim,1.000,1
COPPER,better,conDim,0.250,1
COPPER,government,conDim,0.067,1
COPPER,long,conDim,0.048,1
COPPER,withdrew,conDim,1.000,1
COPPER,years,conDim,0.050,1
COPPER,data,conDim,0.043,1
COPPER,back,conDim,0.043,1
COPPER,energy,conDim,0.125,1
COPPER,tin,conDim,1.000,1
COPPER,earrings,conDim,0.500,1
COPPER,still,conDim,0.043,1
COPPER,recovery,conDim,0.167,1
COPPER,pandemic,conDim,0.045,1
COPPER,much,conDim,0.062,1
COPPER,bank,conDim,0.111,1
COPPER,real,conDim,1.000,1
COPPER,currencies,conDim,0.333,1
COPPER,supply,conDim,0.250,1
COPPER,index,conDim,0.067,1
COPPER,trade,conDim,0.062,1
COPPER,get,conDim,0.033,1
COPPER,imports,conDim,1.000,1
COPPER,metallic,conDim,1.000,1
COPPER,international,conDim,0.500,1
COPPER,even,conDim,0.059,1
COPPER,coal,conDim,1.000,1
COPPER,make,conDim,0.040,1
COPPER,growth,conDim,0.100,1
COPPER,mines,conDim,1.000,1
COPPER,commodity,conDim,1.000,1
COPPER,bronze,conDim,1.000,1
COPPER,know,conDim,0.125,1
COPPER,economy,conDim,0.167,1
COPPER,change,conDim,0.333,1
COPPER,key,conDim,0.250,1
COPPER,trading,conDim,0.053,1
COPPER,quarter,conDim,0.111,1
COPPER,analysts,conDim,0.167,1
CSCO,cisco,conDim,1.000,1
CSCO,csco,conDim,1.000,1
CSCO,cisco systems inc.,conDim,1.000,3
CSCO,#cisco,conDim,1.000,1
CSCO,#csco,conDim,1.000,1
CSCO,#ccna,conDim,1.000,1
CSCO,#ccnp,conDim,1.000,1
CSCO,amp,conDim,0.043,1
CSCO,security,conDim,0.250,1
CSCO,see,conDim,0.040,1
CSCO,network,conDim,1.000,1
CSCO,cloud,conDim,0.250,1
CSCO,collaboration,conDim,1.000,1
CSCO,access,conDim,1.000,1
CSCO,leader,conDim,1.000,1
CSCO,technology,conDim,0.111,1
CSCO,research,conDim,0.500,1
CSCO,like,conDim,0.034,1
CSCO,get,conDim,0.033,1
CSCO,solutions,conDim,0.333,1
CSCO,business,conDim,0.067,1
CSCO,market,conDim,0.036,1
CSCO,data,conDim,0.043,1
CSCO,work,conDim,0.067,1
CSCO,join,conDim,0.200,1
CSCO,use,conDim,0.111,1
CSCO,internet,conDim,1.000,1
CSCO,future,conDim,0.167,1
CSCO,wan,conDim,0.500,1
CSCO,time,conDim,0.031,1
CSCO,growth,conDim,0.100,1
CSCO,communities,conDim,1.000,1
CSCO,playing,conDim,0.500,1
CSCO,city,conDim,0.200,1
CSCO,edge,conDim,0.500,1
CSCO,innovation,conDim,1.000,1
CSCO,threats,conDim,1.000,1
CSCO,sessions,conDim,1.000,1
CSCO,put,conDim,0.500,1
CSCO,canopy,conDim,1.000,1
CSCO,help,conDim,0.083,1
CSCO,part,conDim,0.143,1
CSCO,fall,conDim,0.500,1
CSCO,stop,conDim,0.500,1
CSCO,small,conDim,0.500,1
CSCO,good,conDim,0.056,1
CSCO,partner,conDim,1.000,1
CSCO,infrastructure,conDim,0.500,1
CSCO,rest,conDim,1.000,1
CSCO,mole,conDim,1.000,1
CSCO,whack,conDim,1.000,1
CSCO,service,conDim,0.250,1
CSCO,world,conDim,0.038,1
CSCO,meeting,conDim,1.000,1
CSCO,providers,conDim,1.000,1
CSCO,businesses,conDim,1.000,1
CSCO,times,conDim,1.000,1
CSCO,today,conDim,0.056,1
CSCO,continues,conDim,1.000,1
CSCO,week,conDim,0.030,1
CSCO,need,conDim,0.100,1
CSCO,software,conDim,0.333,1
CSCO,traffic,conDim,1.000,1
CSCO,engineering,conDim,1.000,1
CSCO,day,conDim,0.032,1
CSCO,live,conDim,0.111,1
CSCO,look,conDim,0.143,1
CSCO,row,conDim,1.000,1
CSCO,video,conDim,0.167,1
CSCO,networking,conDim,1.000,1
CSCO,thirteen,conDim,1.000,1
CSCO,powering,conDim,1.000,1
CSCO,first,conDim,0.037,1
CSCO,got,conDim,0.111,1
CSCO,tradition,conDim,1.000,1
CSCO,great,conDim,0.250,1
CSCO,facilitating,conDim,1.000,1
CSCO,people,conDim,0.038,1
CSCO,dna,conDim,1.000,1
CSCO,routing,conDim,1.000,1
CSCO,systems,conDim,0.500,1
CSCO,partners,conDim,1.000,1
CSCO,key,conDim,0.250,1
CSCO,high,conDim,0.048,1
CSCO,ready,conDim,1.000,1
CSCO,magic,conDim,1.000,1
CSCO,centers,conDim,1.000,1
CSCO,age,conDim,1.000,1
CSCO,latest,conDim,0.143,1
CSCO,add,conDim,1.000,1
CSCO,segment,conDim,1.000,1
CSCO,emerging,conDim,1.000,1
CSCO,post,conDim,0.200,1
CSCO,take,conDim,0.062,1
CSCO,finds,conDim,1.000,1
CSCO,power,conDim,0.100,1
CSCO,os,conDim,1.000,1
CSCO,innovations,conDim,1.000,1
CSCO,integration,conDim,1.000,1
CSCO,workforce,conDim,0.500,1
C,citigroup,conDim,1.000,1
C,c,conDim,1.000,1
C,citigroup inc.,conDim,1.000,2
C,#citigroup,conDim,1.000,1
C,#citibank,conDim,1.000,1
C,group,conDim,0.056,1
C,week,conDim,0.030,1
C,bank,conDim,0.111,1
C,last,conDim,0.033,1
C,time,conDim,0.031,1
C,day,conDim,0.032,1
C,first,conDim,0.037,1
C,company,conDim,0.043,1
C,shares,conDim,0.059,1
C,pandemic,conDim,0.045,1
C,like,conDim,0.034,1
C,stock,conDim,0.048,1
C,canadian,conDim,1.000,1
C,market,conDim,0.036,1
C,people,conDim,0.038,1
C,government,conDim,0.067,1
C,month,conDim,0.045,1
C,data,conDim,0.043,1
C,photo,conDim,0.050,1
C,file,conDim,0.053,1
C,amp,conDim,0.043,1
C,win,conDim,0.200,1
C,get,conDim,0.033,1
C,investors,conDim,0.053,1
C,world,conDim,0.038,1
C,top,conDim,0.048,1
C,companies,conDim,0.059,1
C,back,conDim,0.043,1
C,years,conDim,0.050,1
C,energy,conDim,0.125,1
C,take,conDim,0.062,1
C,business,conDim,0.067,1
C,dollar,conDim,0.100,1
C,trump,conDim,0.056,1
C,according,conDim,0.071,1
C,markets,conDim,0.059,1
C,price,conDim,0.056,1
C,much,conDim,0.062,1
C,stocks,conDim,0.045,1
C,oil,conDim,0.111,1
C,quarter,conDim,0.111,1
C,points,conDim,0.071,1
C,second,conDim,0.111,1
C,chief,conDim,0.067,1
C,high,conDim,0.048,1
C,city,conDim,0.200,1
C,fell,conDim,0.100,1
C,president,conDim,0.053,1
C,deal,conDim,0.059,1
C,make,conDim,0.040,1
C,prices,conDim,0.111,1
C,index,conDim,0.067,1
C,share,conDim,0.250,1
C,rose,conDim,0.083,1
C,inc,conDim,0.083,1
C,election,conDim,0.059,1
C,including,conDim,0.100,1
C,well,conDim,0.053,1
C,total,conDim,0.333,1
C,demand,conDim,0.143,1
C,go,conDim,0.053,1
C,work,conDim,0.067,1
C,country,conDim,0.111,1
C,due,conDim,0.333,1
C,gas,conDim,0.333,1
C,york,conDim,0.077,1
C,still,conDim,0.043,1
C,capital,conDim,1.000,1
C,growth,conDim,0.100,1
C,public,conDim,0.200,1
C,investment,conDim,0.125,1
C,team,conDim,0.143,1
C,comment,conDim,0.200,1
C,analysts,conDim,0.167,1
C,home,conDim,0.125,1
C,trading,conDim,0.053,1
C,economy,conDim,0.167,1
C,see,conDim,0.040,1
C,third,conDim,0.200,1
C,even,conDim,0.059,1
C,going,conDim,0.059,1
C,states,conDim,0.067,1
C,low,conDim,0.125,1
C,added,conDim,0.125,1
C,united,conDim,0.083,1
C,banks,conDim,0.250,1
C,long,conDim,0.048,1
C,days,conDim,0.091,1
C,record,conDim,0.111,1
C,average,conDim,0.091,1
C,state,conDim,0.083,1
C,risk,conDim,0.125,1
C,yellow,conDim,0.500,1
C,told,conDim,0.100,1
C,right,conDim,0.111,1
DAX30,dax 30,conDim,1.000,2
DAX30,dax30,conDim,1.000,1
DAX30,germany dax 30 index,conDim,1.000,4
DAX30,^gdaxi,conDim,1.000,1
DAX30,#dax30,conDim,1.000,1
DAX30,dax,conDim,1.000,1
DAX30,pips,conDim,0.500,1
DAX30,trading,conDim,0.053,1
DAX30,free,conDim,0.200,1
DAX30,profit,conDim,0.200,1
DAX30,signals,conDim,0.500,1
DAX30,join,conDim,0.200,1
DAX30,hit,conDim,0.167,1
DAX30,indices,conDim,0.333,1
DAX30,stocks,conDim,0.045,1
DAX30,trade,conDim,0.062,1
DAX30,index,conDim,0.067,1
DAX30,morning,conDim,0.500,1
DAX30,amp,conDim,0.043,1
DAX30,buy,conDim,0.077,1
DAX30,daily,conDim,0.200,1
DAX30,target,conDim,0.500,1
DAX30,blue,conDim,0.250,1
DAX30,day,conDim,0.032,1
DAX30,good,conDim,0.056,1
DAX30,low,conDim,0.125,1
DAX30,gold,conDim,0.100,1
DAX30,earnings,conDim,0.071,1
DAX30,get,conDim,0.033,1
DAX30,term,conDim,0.200,1
DAX30,box,conDim,0.250,1
DAX30,short,conDim,0.125,1
DAX30,order,conDim,0.200,1
DAX30,today,conDim,0.056,1
DAX30,ticket,conDim,1.000,1
DAX30,cash,conDim,0.500,1
DAX30,sell,conDim,0.111,1
DAX30,chart,conDim,0.200,1
DAX30,scalping,conDim,1.000,1
DAX30,hits,conDim,1.000,1
DAX30,buyers,conDim,0.500,1
DAX30,market,conDim,0.036,1
DAX30,open,conDim,0.167,1
DAX30,channel,conDim,1.000,1
DAX30,levels,conDim,0.500,1
DAX30,buying,conDim,1.000,1
DAX30,support,conDim,0.100,1
DAX30,risk,conDim,0.125,1
DAX30,high,conDim,0.048,1
DAX30,price,conDim,0.056,1
DAX30,silver,conDim,0.200,1
DAX30,zone,conDim,1.000,1
DAX30,sap,conDim,0.333,1
DAX30,selling,conDim,0.500,1
DAX30,closed,conDim,0.500,1
DAX30,trend,conDim,1.000,1
DAX30,spy,conDim,0.143,1
DAX30,long,conDim,0.048,1
DAX30,european,conDim,0.111,1
DAX30,month,conDim,0.045,1
DAX30,futures,conDim,0.100,1
DAX30,revenue,conDim,0.167,1
DAX30,link,conDim,0.250,1
DAX30,check,conDim,0.250,1
DAX30,wave,conDim,0.500,1
DAX30,view,conDim,0.500,1
DAX30,points,conDim,0.071,1
DAX30,outlook,conDim,1.000,1
DAX30,markets,conDim,0.059,1
DAX30,make,conDim,0.040,1
DAX30,cuts,conDim,0.500,1
DAX30,mib,conDim,1.000,1
DAX30,find,conDim,1.000,1
DAX30,analysis,conDim,0.250,1
DAX30,days,conDim,0.091,1
DAX30,traders,conDim,0.500,1
DAX30,last,conDim,0.033,1
DAX30,week,conDim,0.030,1
DAX30,lower,conDim,0.143,1
DAX30,stock,conDim,0.048,1
DAX30,position,conDim,1.000,1
DAX30,es,conDim,0.500,1
DAX30,move,conDim,0.250,1
DAX30,carnage,conDim,1.000,1
DAX30,news,conDim,0.056,1
DAX30,level,conDim,0.333,1
DAX30,calls,conDim,0.500,1
DAX30,opening,conDim,1.000,1
DAX30,subscribers,conDim,0.500,1
DAX30,close,conDim,0.250,1
DAX30,pullback,conDim,1.000,1
DAX30,profits,conDim,0.500,1
DAX30,time,conDim,0.031,1
DAX30,sentiment,conDim,0.500,1
DAX30,range,conDim,0.500,1
DAX30,see,conDim,0.040,1
DAX30,supports,conDim,1.000,1
DAX30,gap,conDim,1.000,1
DAX30,session,conDim,0.500,1
DAX30,world,conDim,0.038,1
EBAY,ebay,conDim,1.000,1
EBAY,ebay inc.,conDim,1.000,2
EBAY,#ebay,conDim,1.000,1
EBAY,#ebayseller,conDim,1.000,1
EBAY,#ebaystore,conDim,1.000,1
EBAY,check,conDim,0.250,1
EBAY,vintage,conDim,1.000,1
EBAY,buy,conDim,0.077,1
EBAY,items,conDim,1.000,1
EBAY,like,conDim,0.034,1
EBAY,sale,conDim,1.000,1
